action_correct,actual_action,actual_db_id,answer,audio_reachable,audio_url,audio_url_present,automatic_pass,case_id,character_f_score,confidence,contains_forbidden_term,db_match_correct,detected_name,end_to_end_correct,error,expected_action,expected_db_id,expected_type,feature,human_adequacy,human_factuality,human_fluency,human_groundedness,human_intelligibility,human_mos,human_name_judgment,human_pending,human_relevance,human_summary_usefulness,latency_ms,name_correct,name_similarity,numbers_preserved,predicted_type,required_fact_coverage,schema_valid,status_code,success,token_f1,translation,type_correct
,,,,,,,,search-food-11,,,,False,,False,EvaluationHttpError,,fd474901-6c61-4b72-bed9-d8d3b43349d9,food,ai_search,,,,,,,,False,,,,True,0.0,,,,False,,False,,,False
,,,,,,,,search-food-12,,,,False,,False,EvaluationHttpError,,b1276455-cacf-451a-91b7-900ee13061b2,food,ai_search,,,,,,,,False,,,,True,0.0,,,,False,,False,,,False
,,,,,,,,search-object-01,,,,True,,False,EvaluationHttpError,,,object,ai_search,,,,,,,,False,,,,True,0.0,,,,False,,False,,,False
,,,,,,,,search-object-02,,,,True,,False,"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash
Please retry in 59.375981595s.",,,object,ai_search,,,,,,,,False,,,721.1,True,0.0,,,,False,429,False,,,False
,,,,,,,,search-object-03,,,,True,,False,"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash
Please retry in 56.233960201s.",,,object,ai_search,,,,,,,,False,,,502.42,True,0.0,,,,False,429,False,,,False
,,,,,,,,search-object-04,,,,True,,False,EvaluationHttpError,,,object,ai_search,,,,,,,,False,,,,True,0.0,,,,False,,False,,,False
,,,,,,,,search-object-05,,,,True,,False,EvaluationHttpError,,,object,ai_search,,,,,,,,False,,,,True,0.0,,,,False,,False,,,False
,,,,,,,,search-object-06,,,,True,,False,EvaluationHttpError,,,object,ai_search,,,,,,,,False,,,,True,0.0,,,,False,,False,,,False
,,,,,,,,search-object-07,,,,True,,False,EvaluationHttpError,,,object,ai_search,,,,,,,,False,,,,True,0.0,,,,False,,False,,,False
,,,,,,,,search-object-08,,,,True,,False,"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash
Please retry in 53.101197859s.",,,object,ai_search,,,,,,,,False,,,544.741,True,0.0,,,,False,429,False,,,False
True,trip_planner,,Tôi sẽ giúp bạn lập lịch trình 3 ngày ở Đà Nẵng.,,,,True,chat-01,,,False,,,,,trip_planner,,,ai_chat,,,,,,,,True,,,3091.952,,,,,1.0,,200,True,,,
True,translate,,I am allergic to seafood.,,,,True,chat-02,,,False,,,,,translate,,,ai_chat,,,,,,,,True,,,1879.325,,,,,1.0,,200,True,,,
True,explore,,Tôi sẽ giúp bạn khám phá các địa điểm nổi bật ở Huế!,,,,True,chat-03,,,False,,,,,explore,,,ai_chat,,,,,,,,True,,,3093.518,,,,,1.0,,200,True,,,
True,recommend,,Tôi sẽ mở mục đề xuất địa điểm du lịch dựa trên sở thích ẩm thực của bạn.,,,,True,chat-04,,,False,,,,,recommend,,,ai_chat,,,,,,,,True,,,2859.989,,,,,1.0,,200,True,,,
True,forum,,Mở diễn đàn Hà Giang để hỏi kinh nghiệm từ cộng đồng.,,,,True,chat-05,,,False,,,,,forum,,,ai_chat,,,,,,,,True,,,2090.119,,,,,1.0,,200,True,,,
True,wishlist,,Dưới đây là các địa điểm bạn đã lưu.,,,,True,chat-06,,,False,,,,,wishlist,,,ai_chat,,,,,,,,True,,,1629.251,,,,,1.0,,200,True,,,
True,ai_recognition,,Chuyển đến tính năng nhận diện ảnh.,,,,True,chat-07,,,False,,,,,ai_recognition,,,ai_chat,,,,,,,,True,,,2341.37,,,,,1.0,,200,True,,,
True,loyalty,,Xem điểm thưởng và ưu đãi của bạn.,,,,True,chat-08,,,False,,,,,loyalty,,,ai_chat,,,,,,,,True,,,2428.331,,,,,1.0,,200,True,,,
True,popular_apps,,Dưới đây là danh sách các ứng dụng du lịch phổ biến.,,,,True,chat-09,,,False,,,,,popular_apps,,,ai_chat,,,,,,,,True,,,1734.169,,,,,1.0,,200,True,,,
True,notifications,,Đang kiểm tra thông báo mới...,,,,True,chat-10,,,False,,,,,notifications,,,ai_chat,,,,,,,,True,,,1891.273,,,,,1.0,,200,True,,,
True,profile,,Đang mở hồ sơ cá nhân...,,,,True,chat-11,,,False,,,,,profile,,,ai_chat,,,,,,,,True,,,2414.932,,,,,1.0,,200,True,,,
True,send_report,,Tôi sẽ đưa bạn đến trang gửi báo cáo.,,,,True,chat-12,,,False,,,,,send_report,,,ai_chat,,,,,,,,True,,,2101.565,,,,,1.0,,200,True,,,
True,upgrade_account,,Bạn có muốn nâng cấp tài khoản Premium ngay không?,,,,True,chat-13,,,False,,,,,upgrade_account,,,ai_chat,,,,,,,,True,,,1680.776,,,,,1.0,,200,True,,,
True,,,"Khi tham quan chùa ở Việt Nam, bạn nên ăn mặc lịch sự, kín đáo: mặc quần dài, áo có tay, không mặc váy ngắn, áo hở vai hoặc quần short. Trước khi vào chùa, nên cởi giày dép và giữ trật tự, tôn nghiêm.",,,,False,chat-14,,,False,,,,,,,,ai_chat,,,,,,,,True,,,2556.233,,,,,0.6666666666666666,,200,True,,,
,,,,,,,True,translation-01,1.0,,,,,,,,,,translation,,,,,,,,True,,,1439.841,,,True,,,,200,True,1.0,Vé vào bảo tàng giá bao nhiêu?,
,,,,,,,True,translation-02,0.7741935483870968,,,,,,,,,,translation,,,,,,,,True,,,1106.729,,,True,,,,200,True,0.923076923076923,Tôi bị dị ứng với hải sản.,
,,,,,,,True,translation-03,1.0,,,,,,,,,,translation,,,,,,,,True,,,1160.518,,,True,,,,200,True,1.0,Vui lòng đưa tôi đến số 12 đường Nguyễn Huệ.,
,,,,,,,True,translation-04,1.0,,,,,,,,,,translation,,,,,,,,True,,,1150.528,,,True,,,,200,True,1.0,Xe buýt khởi hành lúc 07:30 và có giá 50.000 VND.,
,,,,,,,True,translation-05,1.0,,,,,,,,,,translation,,,,,,,,True,,,1409.027,,,True,,,,200,True,1.0,Bạn có thể giới thiệu một nhà hàng chay gần đây không?,
,,,,,,,True,translation-06,0.7999999999999999,,,,,,,,,,translation,,,,,,,,True,,,1117.644,,,True,,,,200,True,0.8333333333333334,Hiệu thuốc gần nhất ở đâu?,
,,,,,,,True,translation-07,1.0,,,,,,,,,,translation,,,,,,,,True,,,1144.619,,,True,,,,200,True,1.0,I want to book a room for 2 people for 3 nights.,
,,,,,,,True,translation-08,1.0,,,,,,,,,,translation,,,,,,,,True,,,1137.709,,,True,,,,200,True,1.0,Flight VN123 is delayed until 18:45.,
,,,,,,,True,translation-09,0.7547169811320754,,,,,,,,,,translation,,,,,,,,True,,,1058.708,,,True,,,,200,True,0.625,Please don't put peanuts in my dish.,
,,,,,,,True,translation-10,1.0,,,,,,,,,,translation,,,,,,,,True,,,1301.867,,,True,,,,200,True,1.0,How long does it take to get to Hoi An from here?,
,,,,,,,True,translation-11,1.0,,,,,,,,,,translation,,,,,,,,True,,,1196.458,,,True,,,,200,True,1.0,I lost my passport and need to go to the embassy.,
,,,,,,,True,translation-12,0.8602150537634409,,,,,,,,,,translation,,,,,,,,True,,,1348.981,,,True,,,,200,True,0.8799999999999999,"The room rate is 1,200,000 VND per night, including breakfast.",
,,,,,,,True,translation-13,1.0,,,,,,,,,,translation,,,,,,,,True,,,1373.654,,,True,,,,200,True,1.0,"Món này có cay không, và có chứa thịt heo không?",
,,,,,,,True,translation-14,0.9038461538461539,,,,,,,,,,translation,,,,,,,,True,,,1489.643,,,True,,,,200,True,0.875,Làm ơn gọi cảnh sát. Điện thoại của tôi bị đánh cắp gần chợ Bến Thành.,
,,,,True,https://vbee.vn/s/6f6ceb32-bb19-4974-a9ad-2853e327e81e/6405e0d3-9bbe-4309-917d-d232b2197b33,True,True,tts-01,,,,,,,,,,,tts,,,,,,,,True,,,3124.45,,,,,,,200,True,,,
,,,,True,https://vbee.vn/s/9f388fb4-6062-41e8-8054-c07010407a18/2fb25546-71b3-48e3-b63c-84ca31a95581,True,True,tts-02,,,,,,,,,,,tts,,,,,,,,True,,,2980.053,,,,,,,200,True,,,
,,,,True,https://vbee.vn/s/89e8bd70-3e4f-4b75-af75-fa7958a7f936/9dcb9c69-a9cb-4e07-a5ee-cbaf0ea50b31,True,True,tts-03,,,,,,,,,,,tts,,,,,,,,True,,,2963.823,,,,,,,200,True,,,
,,,,True,https://vbee.vn/s/f71f4cee-3568-4bec-86aa-c264fc9a31ca/c2533933-670e-48fe-9a41-e360dbe402d1,True,True,tts-04,,,,,,,,,,,tts,,,,,,,,True,,,2772.336,,,,,,,200,True,,,
,,,,True,https://vbee.vn/s/94c819a7-5d82-4ab4-8edc-b2b44b871834/bc1c53d0-8191-4caa-9ca7-e484b1186b90,True,True,tts-05,,,,,,,,,,,tts,,,,,,,,True,,,4384.18,,,,,,,200,True,,,
,,,,True,https://vbee.vn/s/be661c50-7e4a-4b0a-a59f-6fe5f49975df/f74382c4-cf7a-4c98-bfd6-dff48ea18614,True,True,tts-06,,,,,,,,,,,tts,,,,,,,,True,,,2851.049,,,,,,,200,True,,,
