action_correct,actual_action,actual_db_id,answer,audio_reachable,audio_url,audio_url_present,automatic_pass,case_id,character_f_score,confidence,contains_forbidden_term,db_match_correct,detected_name,end_to_end_correct,error,expected_action,expected_db_id,expected_type,feature,human_adequacy,human_factuality,human_fluency,human_groundedness,human_intelligibility,human_mos,human_name_judgment,human_pending,human_relevance,human_summary_usefulness,latency_ms,name_correct,name_similarity,numbers_preserved,predicted_type,required_fact_coverage,schema_valid,status_code,success,token_f1,translation,type_correct
,,b1276455-cacf-451a-91b7-900ee13061b2,,,,,,search-food-12,,0.98,,True,Bánh cuốn,True,,,b1276455-cacf-451a-91b7-900ee13061b2,food,ai_search,,,,,,,,True,,,7229.105,True,1.0,,food,,True,200,True,,,True
,,,,,,,,search-object-01,,0.95,,True,Áo Dài and Flamboyant Flower (Hoa Phượng),False,,,,object,ai_search,,,,,,,,True,,,9701.322,False,0.4444444444444445,,object,,True,200,True,,,True
,,,,,,,,search-object-02,,,,True,,False,EvaluationHttpError,,,object,ai_search,,,,,,,,False,,,,False,0.0,,,,False,,False,,,False
,,,,,,,,search-object-03,,0.95,,True,Satra Tax Trade Center (Thương Xá Tax),False,,,,object,ai_search,,,,,,,,True,,,8631.877,False,0.0,,object,,True,200,True,,,True
,,,,,,,,search-object-04,,0.95,,True,Lễ Hội Thành Phố Hồ Chí Minh,False,,,,object,ai_search,,,,,,,,True,,,14667.24,False,0.0,,object,,True,200,True,,,True
,,,,,,,,search-object-05,,0.95,,True,Hoan Kiem Lake Cultural Performance,False,,,,object,ai_search,,,,,,,,True,,,9157.957,False,0.0,,object,,True,200,True,,,True
,,,,,,,,search-object-06,,0.98,,True,Group of Traditional Vietnamese Musicians from Cochinchina,False,,,,object,ai_search,,,,,,,,True,,,12506.116,False,0.18181818181818182,,object,,True,200,True,,,True
,,,,,,,,search-object-07,,0.95,,True,Hát Bội (Tuồng) Costumes,False,,,,object,ai_search,,,,,,,,True,,,8733.709,False,0.6666666666666666,,object,,True,200,True,,,True
,,,,,,,,search-object-08,,0.95,,True,Map of Chèo Theaters and Art Units in Northern Vietnam,False,,,,object,ai_search,,,,,,,,True,,,8273.421,False,0.18181818181818182,,object,,True,200,True,,,True
True,trip_planner,,Tôi sẽ mở chức năng lập kế hoạch chuyến đi cho bạn.,,,,True,chat-01,,,False,,,,,trip_planner,,,ai_chat,,,,,,,,True,,,3570.192,,,,,1.0,,200,True,,,
True,translate,,I am allergic to seafood.,,,,True,chat-02,,,False,,,,,translate,,,ai_chat,,,,,,,,True,,,1918.721,,,,,1.0,,200,True,,,
True,explore,,Đang mở tính năng khám phá Huế cho bạn.,,,,True,chat-03,,,False,,,,,explore,,,ai_chat,,,,,,,,True,,,2785.783,,,,,1.0,,200,True,,,
True,recommend,,Tôi sẽ mở mục đề xuất địa điểm du lịch dựa trên sở thích ẩm thực của bạn.,,,,True,chat-04,,,False,,,,,recommend,,,ai_chat,,,,,,,,True,,,3949.845,,,,,1.0,,200,True,,,
True,forum,,Đang mở diễn đàn để bạn hỏi kinh nghiệm đi Hà Giang.,,,,True,chat-05,,,False,,,,,forum,,,ai_chat,,,,,,,,True,,,2754.981,,,,,1.0,,200,True,,,
True,wishlist,,Đây là danh sách các địa điểm bạn đã lưu.,,,,True,chat-06,,,False,,,,,wishlist,,,ai_chat,,,,,,,,True,,,1911.022,,,,,1.0,,200,True,,,
True,ai_recognition,,I could not generate a response. Please try again.,,,,True,chat-07,,,False,,,,,ai_recognition,,,ai_chat,,,,,,,,True,,,1698.587,,,,,1.0,,200,True,,,
True,loyalty,,Chào bạn! Tôi sẽ kiểm tra điểm thưởng và ưu đãi của bạn.,,,,True,chat-08,,,False,,,,,loyalty,,,ai_chat,,,,,,,,True,,,2658.014,,,,,1.0,,200,True,,,
True,popular_apps,,Dưới đây là danh sách các ứng dụng du lịch phổ biến.,,,,True,chat-09,,,False,,,,,popular_apps,,,ai_chat,,,,,,,,True,,,2151.016,,,,,1.0,,200,True,,,
True,notifications,,Đang kiểm tra thông báo mới của bạn...,,,,True,chat-10,,,False,,,,,notifications,,,ai_chat,,,,,,,,True,,,1505.458,,,,,1.0,,200,True,,,
True,profile,,Đang mở hồ sơ cá nhân...,,,,True,chat-11,,,False,,,,,profile,,,ai_chat,,,,,,,,True,,,1668.117,,,,,1.0,,200,True,,,
True,send_report,,Bạn vui lòng gửi báo cáo lỗi tại đây.,,,,True,chat-12,,,False,,,,,send_report,,,ai_chat,,,,,,,,True,,,1958.612,,,,,1.0,,200,True,,,
True,upgrade_account,,"Để nâng cấp tài khoản Premium, vui lòng nhấn nút nâng cấp bên dưới.",,,,True,chat-13,,,False,,,,,upgrade_account,,,ai_chat,,,,,,,,True,,,3094.19,,,,,1.0,,200,True,,,
True,,,,,,,False,chat-14,,,False,,,,RemoteDisconnected,,,,ai_chat,,,,,,,,False,,,16231.424,,,,,0.0,,,False,,,
,,,,,,,True,translation-01,0.9333333333333333,,,,,,,,,,translation,,,,,,,,True,,,1314.158,,,True,,,,200,True,0.9333333333333333,Một vé vào bảo tàng giá bao nhiêu?,
,,,,,,,True,translation-02,0.7741935483870968,,,,,,,,,,translation,,,,,,,,True,,,1193.252,,,True,,,,200,True,0.923076923076923,Tôi bị dị ứng với hải sản.,
,,,,,,,True,translation-03,0.736842105263158,,,,,,,,,,translation,,,,,,,,True,,,1112.34,,,True,,,,200,True,0.888888888888889,Vui lòng đưa tôi đến 12 Nguyễn Huệ.,
,,,,,,,False,translation-04,1.0,,,,,,,,,,translation,,,,,,,,True,,,1382.424,,,False,,,,200,True,1.0,Xe buýt khởi hành lúc 07:30 và có giá 50.000 VND.,
,,,,,,,True,translation-05,1.0,,,,,,,,,,translation,,,,,,,,True,,,1205.934,,,True,,,,200,True,1.0,Bạn có thể giới thiệu một nhà hàng chay gần đây không?,
,,,,,,,True,translation-06,0.7999999999999999,,,,,,,,,,translation,,,,,,,,True,,,952.778,,,True,,,,200,True,0.8333333333333334,Hiệu thuốc gần nhất ở đâu?,
,,,,,,,True,translation-07,1.0,,,,,,,,,,translation,,,,,,,,True,,,960.498,,,True,,,,200,True,1.0,I want to book a room for 2 people for 3 nights.,
,,,,,,,True,translation-08,1.0,,,,,,,,,,translation,,,,,,,,True,,,1102.769,,,True,,,,200,True,1.0,Flight VN123 is delayed until 18:45.,
,,,,,,,True,translation-09,0.7547169811320754,,,,,,,,,,translation,,,,,,,,True,,,1106.858,,,True,,,,200,True,0.625,Please don't put peanuts in my dish.,
,,,,,,,True,translation-10,1.0,,,,,,,,,,translation,,,,,,,,True,,,1040.806,,,True,,,,200,True,1.0,How long does it take to get to Hoi An from here?,
,,,,,,,True,translation-11,1.0,,,,,,,,,,translation,,,,,,,,True,,,954.971,,,True,,,,200,True,1.0,I lost my passport and need to go to the embassy.,
,,,,,,,False,translation-12,0.8602150537634409,,,,,,,,,,translation,,,,,,,,True,,,1356.5,,,False,,,,200,True,0.8799999999999999,"The room rate is 1,200,000 VND per night, including breakfast.",
,,,,,,,True,translation-13,1.0,,,,,,,,,,translation,,,,,,,,True,,,1281.506,,,True,,,,200,True,1.0,"Món này có cay không, và có chứa thịt heo không?",
,,,,,,,True,translation-14,0.9038461538461539,,,,,,,,,,translation,,,,,,,,True,,,1267.675,,,True,,,,200,True,0.875,Làm ơn gọi cảnh sát. Điện thoại của tôi bị đánh cắp gần chợ Bến Thành.,
,,,,True,https://vbee.vn/s/b3750746-66af-47f9-ba36-db94a07af4c3/ad7b8691-c0f1-4536-93ad-7678ee5b455b,True,True,tts-01,,,,,,,,,,,tts,,,,,,,,True,,,2981.387,,,,,,,200,True,,,
,,,,True,https://vbee.vn/s/b3a480ac-5364-4e1b-a64c-688d6d727a31/0b4d813b-1e83-4e88-8b45-2f9566f999a2,True,True,tts-02,,,,,,,,,,,tts,,,,,,,,True,,,3413.736,,,,,,,200,True,,,
,,,,True,https://vbee.vn/s/eea2e34d-851d-4337-ac63-987c1a40cad0/eb24dac3-3458-467a-9d1e-1ea86e86cf37,True,True,tts-03,,,,,,,,,,,tts,,,,,,,,True,,,2972.62,,,,,,,200,True,,,
,,,,True,https://vbee.vn/s/9a544d48-99cd-427a-a9db-9871b7dc946e/646554fe-7dff-4568-905d-d9e0e5025131,True,True,tts-04,,,,,,,,,,,tts,,,,,,,,True,,,2949.055,,,,,,,200,True,,,
,,,,True,https://vbee.vn/s/edfb0395-b851-4e5d-99ba-444a6201a49f/7f80e50d-f462-49b6-8fdb-31ded9cf60aa,True,True,tts-05,,,,,,,,,,,tts,,,,,,,,True,,,2969.406,,,,,,,200,True,,,
,,,,True,https://vbee.vn/s/cb07fc95-60ef-4601-95fc-d0883b91cc43/74bf7667-8145-487c-8cf2-7faf35251b62,True,True,tts-06,,,,,,,,,,,tts,,,,,,,,True,,,2831.362,,,,,,,200,True,,,
